age,workclass,education,marital-status,race,sex,hours-per-week,native-country,class
42,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
22,Private, Some-college, Never-married, White,Male,44,United-States,<=50K
38,Private, HS-grad, Never-married, Black,Female,40,United-States,<=50K
35,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
39,Private, HS-grad, Never-married, White,Female,50,United-States,<=50K
44,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
45,Federal-gov, Bachelors, Married-civ-spouse, Asian-Pac-Islander,Male,45,India,>50K
25,Private, Some-college, Married-spouse-absent, White,Female,40,United-States,<=50K
54,Local-gov, Masters, Married-civ-spouse, Black,Female,38,United-States,>50K
22,Others, Some-college, Never-married, White,Male,50,United-States,<=50K
47,Private, 5th-6th, Never-married, White,Female,40,Dominican-Republic,<=50K
36,Private, Bachelors, Divorced, White,Female,40,United-States,<=50K
48,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
66,Self-emp-not-inc, HS-grad, Never-married, White,Male,20,United-States,<=50K
58,Private, 5th-6th, Married-civ-spouse, Black,Male,48,United-States,<=50K
25,Private, HS-grad, Never-married, Black,Male,40,United-States,<=50K
30,Private, HS-grad, Never-married, Black,Female,40,United-States,>50K
51,Self-emp-not-inc, Some-college, Divorced, White,Male,40,United-States,<=50K
30,Private, Bachelors, Never-married, White,Male,40,United-States,>50K
20,Private, Some-college, Never-married, White,Male,30,United-States,<=50K
57,Self-emp-not-inc, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
23,Federal-gov, Some-college, Never-married, White,Female,20,United-States,<=50K
33,Self-emp-not-inc, HS-grad, Never-married, White,Male,35,United-States,<=50K
47,Private, Some-college, Married-civ-spouse, White,Male,37,Ecuador,>50K
54,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
75,Private, 10th, Married-civ-spouse, White,Male,40,United-States,<=50K
36,Self-emp-inc, Some-college, Married-civ-spouse, White,Male,50,United-States,>50K
51,Private, HS-grad, Widowed, White,Female,40,Yugoslavia,<=50K
32,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
20,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
20,Private, Some-college, Never-married, White,Female,40,United-States,<=50K
41,Self-emp-not-inc, Bachelors, Married-civ-spouse, White,Female,40,United-States,>50K
31,Private, Masters, Married-civ-spouse, White,Male,40,United-States,>50K
41,Private, Bachelors, Divorced, Asian-Pac-Islander,Female,40,Vietnam,<=50K
56,Private, HS-grad, Married-civ-spouse, Black,Female,36,United-States,<=50K
46,Private, 10th, Divorced, White,Male,50,United-States,<=50K
59,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
31,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
20,Private, HS-grad, Never-married, White,Male,23,United-States,<=50K
69,Private, Assoc-voc, Widowed, White,Female,50,United-States,<=50K
35,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
58,Private, HS-grad, Married-civ-spouse, White,Male,38,United-States,<=50K
21,Private, Some-college, Never-married, White,Female,45,United-States,<=50K
60,Private, HS-grad, Married-civ-spouse, Asian-Pac-Islander,Male,45,United-States,>50K
29,Private, HS-grad, Divorced, Black,Male,40,United-States,<=50K
29,Self-emp-not-inc, Some-college, Married-civ-spouse, Amer-Indian-Eskimo,Male,40,United-States,<=50K
53,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
43,Federal-gov, HS-grad, Married-civ-spouse, Black,Female,40,United-States,>50K
55,Local-gov, Masters, Married-civ-spouse, White,Female,40,United-States,>50K
29,Private, Some-college, Never-married, White,Male,45,United-States,>50K
37,Private, Bachelors, Never-married, White,Female,30,United-States,<=50K
37,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
41,Private, Bachelors, Divorced, White,Female,40,United-States,<=50K
57,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
41,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
18,Others, Some-college, Never-married, Amer-Indian-Eskimo,Female,40,United-States,<=50K
57,Private, HS-grad, Married-civ-spouse, Asian-Pac-Islander,Female,40,Others,<=50K
49,Federal-gov, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
61,Private, Some-college, Married-civ-spouse, White,Male,56,United-States,<=50K
44,Private, HS-grad, Never-married, White,Female,52,United-States,<=50K
20,Others, Some-college, Never-married, White,Male,60,United-States,<=50K
36,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,50,United-States,>50K
29,Local-gov, Assoc-acdm, Married-civ-spouse, White,Male,72,United-States,>50K
51,Local-gov, 11th, Never-married, Black,Female,40,United-States,<=50K
19,Private, HS-grad, Never-married, White,Female,32,United-States,<=50K
53,Private, 10th, Separated, Black,Female,40,United-States,<=50K
43,Private, HS-grad, Married-civ-spouse, Asian-Pac-Islander,Male,60,China,>50K
42,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
44,Private, 1st-4th, Married-civ-spouse, White,Male,40,Mexico,<=50K
37,Self-emp-inc, 12th, Married-civ-spouse, White,Male,40,United-States,<=50K
24,Self-emp-not-inc, Bachelors, Never-married, White,Male,25,United-States,<=50K
27,Others, Some-college, Divorced, Amer-Indian-Eskimo,Female,40,United-States,<=50K
30,Private, HS-grad, Married-civ-spouse, White,Male,35,United-States,<=50K
56,Private, Some-college, Divorced, White,Female,45,United-States,<=50K
58,Private, Some-college, Widowed, Black,Female,40,United-States,<=50K
20,Private, HS-grad, Never-married, Black,Female,40,United-States,<=50K
36,Private, Some-college, Married-civ-spouse, White,Male,50,United-States,>50K
26,Private, Bachelors, Never-married, White,Male,40,United-States,<=50K
42,Private, HS-grad, Married-civ-spouse, White,Male,60,United-States,<=50K
24,Private, Some-college, Never-married, White,Male,45,United-States,<=50K
26,Private, HS-grad, Never-married, White,Male,56,United-States,<=50K
19,Local-gov, Some-college, Never-married, White,Female,25,United-States,<=50K
21,Private, HS-grad, Never-married, White,Female,33,United-States,<=50K
43,State-gov, Doctorate, Married-civ-spouse, White,Female,40,United-States,>50K
20,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
47,Private, HS-grad, Divorced, Black,Female,40,United-States,<=50K
62,Local-gov, Masters, Married-civ-spouse, White,Male,40,United-States,>50K
46,Self-emp-inc, Some-college, Married-civ-spouse, White,Male,60,United-States,<=50K
54,Local-gov, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
43,Self-emp-inc, Some-college, Married-civ-spouse, White,Male,60,United-States,<=50K
34,Private, HS-grad, Separated, White,Male,80,United-States,<=50K
47,Local-gov, Assoc-acdm, Never-married, Black,Female,40,United-States,<=50K
58,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
20,Private, HS-grad, Never-married, Amer-Indian-Eskimo,Female,35,United-States,<=50K
26,Private, Assoc-voc, Never-married, White,Male,40,United-States,>50K
51,Local-gov, Masters, Married-civ-spouse, White,Male,35,United-States,<=50K
53,Private, Prof-school, Married-civ-spouse, White,Male,40,United-States,>50K
53,State-gov, Assoc-acdm, Married-civ-spouse, Black,Female,37,United-States,<=50K
68,Others, HS-grad, Widowed, White,Female,32,United-States,<=50K
46,Local-gov, Bachelors, Divorced, White,Female,45,United-States,<=50K
32,Self-emp-inc, 11th, Married-civ-spouse, White,Male,40,United-States,<=50K
42,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
28,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
67,Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, White,Male,50,United-States,<=50K
23,Private, Some-college, Never-married, White,Male,50,United-States,<=50K
27,Private, 10th, Divorced, White,Male,40,United-States,<=50K
65,Private, HS-grad, Married-civ-spouse, White,Male,25,United-States,<=50K
22,Self-emp-inc, Bachelors, Never-married, White,Male,50,United-States,<=50K
27,Private, Some-college, Never-married, White,Male,30,Mexico,<=50K
30,Private, 11th, Never-married, White,Male,40,United-States,<=50K
44,Private, Bachelors, Divorced, White,Female,65,United-States,<=50K
35,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
27,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
36,Local-gov, Bachelors, Divorced, White,Male,40,United-States,<=50K
42,State-gov, Some-college, Married-civ-spouse, White,Male,45,United-States,<=50K
32,Private, Some-college, Never-married, White,Male,34,United-States,<=50K
53,Private, 1st-4th, Married-civ-spouse, White,Male,45,United-States,<=50K
41,Private, Some-college, Divorced, White,Female,40,United-States,<=50K
65,Private, 7th-8th, Widowed, Black,Female,31,United-States,<=50K
22,State-gov, Some-college, Never-married, Amer-Indian-Eskimo,Female,60,United-States,<=50K
65,Local-gov, HS-grad, Divorced, White,Female,16,United-States,>50K
21,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
28,Private, Prof-school, Married-civ-spouse, White,Male,65,United-States,<=50K
24,Private, Bachelors, Never-married, Asian-Pac-Islander,Female,50,South,<=50K
39,Private, Masters, Married-civ-spouse, White,Male,50,United-States,>50K
52,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
18,Private, HS-grad, Never-married, White,Female,12,El-Salvador,<=50K
62,Private, 10th, Widowed, Black,Female,40,United-States,<=50K
28,Self-emp-not-inc, 10th, Never-married, White,Male,80,United-States,<=50K
41,Private, Bachelors, Never-married, White,Female,40,United-States,<=50K
28,Private, 9th, Never-married, White,Male,35,United-States,<=50K
43,Private, Some-college, Married-civ-spouse, White,Male,70,United-States,>50K
61,State-gov, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
26,Private, Masters, Never-married, White,Female,10,United-States,<=50K
34,Private, Bachelors, Never-married, White,Male,40,United-States,<=50K
21,Local-gov, HS-grad, Never-married, White,Male,20,United-States,<=50K
60,Private, HS-grad, Separated, Black,Female,20,United-States,<=50K
28,Private, HS-grad, Married-civ-spouse, White,Male,35,United-States,<=50K
32,Self-emp-not-inc, Assoc-voc, Married-civ-spouse, White,Male,70,United-States,>50K
55,Others, 7th-8th, Married-civ-spouse, White,Male,40,United-States,<=50K
51,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
48,Private, 11th, Married-civ-spouse, Black,Male,56,United-States,<=50K
37,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
40,Private, Some-college, Divorced, White,Female,40,England,<=50K
44,Private, 7th-8th, Married-civ-spouse, Asian-Pac-Islander,Male,40,Philippines,<=50K
27,Private, Some-college, Never-married, Black,Male,40,United-States,<=50K
55,Self-emp-not-inc, Assoc-voc, Married-civ-spouse, White,Female,30,United-States,<=50K
40,Private, Bachelors, Married-civ-spouse, White,Female,24,United-States,>50K
30,Private, Bachelors, Never-married, White,Male,70,United-States,<=50K
36,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
74,Private, 7th-8th, Widowed, White,Female,40,United-States,<=50K
34,Federal-gov, Assoc-acdm, Married-civ-spouse, White,Male,40,United-States,<=50K
48,Private, Assoc-voc, Married-civ-spouse, White,Male,42,United-States,<=50K
44,Private, 5th-6th, Married-civ-spouse, White,Male,40,Mexico,<=50K
48,Private, HS-grad, Widowed, White,Male,45,United-States,>50K
25,Private, HS-grad, Never-married, White,Male,65,United-States,<=50K
33,Private, Bachelors, Married-civ-spouse, White,Female,40,United-States,<=50K
49,Private, Bachelors, Never-married, White,Female,40,United-States,>50K
75,Others, HS-grad, Widowed, White,Female,20,United-States,<=50K
33,Self-emp-not-inc, Bachelors, Never-married, White,Male,30,United-States,<=50K
29,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
47,Federal-gov, Bachelors, Married-civ-spouse, White,Male,55,United-States,>50K
33,Private, HS-grad, Never-married, White,Male,44,United-States,<=50K
65,Private, Prof-school, Married-spouse-absent, White,Male,48,Hungary,>50K
17,Private, 10th, Never-married, White,Male,15,United-States,<=50K
58,Private, Bachelors, Widowed, White,Male,40,United-States,>50K
55,Private, Some-college, Never-married, White,Female,40,United-States,<=50K
37,Self-emp-not-inc, Some-college, Never-married, White,Male,48,United-States,<=50K
60,Private, HS-grad, Married-civ-spouse, White,Male,45,United-States,<=50K
25,Private, HS-grad, Married-civ-spouse, White,Male,45,United-States,<=50K
34,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
20,Others, Some-college, Never-married, White,Male,20,United-States,<=50K
26,Private, Bachelors, Married-civ-spouse, White,Male,72,United-States,<=50K
34,Private, HS-grad, Separated, White,Female,40,United-States,<=50K
48,State-gov, Bachelors, Divorced, White,Male,40,United-States,<=50K
34,Private, HS-grad, Never-married, Black,Male,40,United-States,<=50K
31,Self-emp-inc, Some-college, Never-married, White,Male,40,Others,<=50K
25,Private, Assoc-voc, Never-married, White,Female,42,United-States,<=50K
20,Private, Some-college, Never-married, White,Male,15,United-States,<=50K
38,Private, Prof-school, Married-civ-spouse, White,Female,50,United-States,>50K
69,Private, Masters, Divorced, White,Female,40,United-States,<=50K
27,Local-gov, HS-grad, Married-spouse-absent, Black,Female,40,United-States,<=50K
32,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
65,Private, HS-grad, Never-married, Black,Female,40,United-States,<=50K
22,Private, Bachelors, Never-married, White,Female,8,United-States,<=50K
25,Private, HS-grad, Never-married, Black,Female,40,Thailand,<=50K
40,Private, HS-grad, Divorced, White,Female,25,United-States,<=50K
29,Local-gov, Bachelors, Married-civ-spouse, White,Male,55,United-States,>50K
33,Private, Bachelors, Divorced, White,Female,40,United-States,<=50K
60,Private, 5th-6th, Widowed, White,Female,40,Italy,<=50K
28,Federal-gov, HS-grad, Married-civ-spouse, Black,Male,40,United-States,<=50K
28,Private, HS-grad, Divorced, White,Female,39,United-States,<=50K
72,Self-emp-not-inc, 7th-8th, Married-civ-spouse, White,Male,45,United-States,<=50K
35,Private, Bachelors, Married-civ-spouse, White,Male,48,United-States,>50K
33,State-gov, Some-college, Divorced, White,Female,99,United-States,>50K
36,Private, Masters, Never-married, White,Male,45,United-States,<=50K
18,Private, HS-grad, Never-married, Other,Male,32,United-States,<=50K
38,Self-emp-inc, Some-college, Married-civ-spouse, White,Female,20,United-States,>50K
48,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
22,Private, Assoc-voc, Never-married, White,Female,20,United-States,<=50K
29,Private, Bachelors, Married-civ-spouse, White,Female,40,United-States,>50K
81,Self-emp-not-inc, Bachelors, Widowed, White,Male,30,United-States,<=50K
19,Private, HS-grad, Never-married, White,Male,25,United-States,<=50K
39,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,60,United-States,>50K
20,Others, HS-grad, Never-married, Other,Male,60,South,<=50K
41,Federal-gov, Assoc-acdm, Married-civ-spouse, White,Male,92,United-States,<=50K
50,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
54,Private, HS-grad, Widowed, White,Female,46,United-States,<=50K
18,Others, 11th, Never-married, White,Male,20,Mexico,<=50K
18,Private, 11th, Never-married, White,Female,10,United-States,<=50K
54,Private, HS-grad, Divorced, White,Male,40,United-States,<=50K
47,Private, Some-college, Married-spouse-absent, Black,Male,40,Others,<=50K
21,Private, Some-college, Never-married, White,Female,20,United-States,<=50K
22,Private, 9th, Never-married, White,Female,40,Mexico,<=50K
19,Local-gov, Some-college, Never-married, White,Male,40,United-States,<=50K
37,Private, Masters, Married-civ-spouse, White,Female,8,United-States,>50K
37,Private, 11th, Married-civ-spouse, Black,Male,25,United-States,<=50K
31,Private, Masters, Married-civ-spouse, Asian-Pac-Islander,Male,45,United-States,>50K
31,Self-emp-not-inc, HS-grad, Never-married, White,Male,50,United-States,<=50K
60,Private, HS-grad, Married-civ-spouse, White,Male,50,United-States,<=50K
43,Private, Bachelors, Never-married, Black,Male,40,United-States,<=50K
65,Private, HS-grad, Widowed, White,Female,10,United-States,<=50K
33,Federal-gov, Masters, Never-married, Asian-Pac-Islander,Male,40,Others,<=50K
32,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
36,Private, HS-grad, Divorced, Black,Female,40,Haiti,<=50K
53,Private, Some-college, Married-civ-spouse, White,Male,50,United-States,>50K
50,Private, HS-grad, Divorced, White,Male,40,United-States,<=50K
23,Private, 11th, Never-married, White,Male,30,United-States,<=50K
60,Private, Some-college, Never-married, White,Female,38,United-States,<=50K
32,Private, Masters, Never-married, White,Female,40,United-States,<=50K
36,Private, Masters, Married-civ-spouse, White,Male,43,United-States,>50K
20,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
39,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
35,Others, HS-grad, Never-married, Black,Male,24,United-States,<=50K
29,Private, HS-grad, Divorced, White,Female,30,United-States,<=50K
52,Private, Bachelors, Never-married, White,Female,25,United-States,<=50K
41,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
28,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
52,Others, Bachelors, Widowed, White,Female,8,United-States,<=50K
40,Private, Assoc-voc, Divorced, Amer-Indian-Eskimo,Female,40,United-States,<=50K
40,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,<=50K
22,Private, HS-grad, Never-married, White,Male,18,United-States,<=50K
69,Private, HS-grad, Widowed, White,Female,8,United-States,<=50K
28,Private, Some-college, Never-married, White,Female,38,United-States,<=50K
57,Private, HS-grad, Divorced, White,Female,44,United-States,<=50K
54,Federal-gov, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
41,Local-gov, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
28,Private, HS-grad, Never-married, White,Female,40,United-States,<=50K
39,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
39,Self-emp-inc, HS-grad, Married-civ-spouse, White,Male,42,United-States,<=50K
57,Federal-gov, Some-college, Married-civ-spouse, White,Male,45,United-States,>50K
18,Private, HS-grad, Never-married, Asian-Pac-Islander,Male,15,United-States,<=50K
53,Private, 11th, Married-civ-spouse, White,Male,40,United-States,<=50K
44,Private, HS-grad, Divorced, Asian-Pac-Islander,Female,40,United-States,<=50K
28,Private, 5th-6th, Never-married, Black,Male,40,Mexico,<=50K
61,Private, 9th, Married-civ-spouse, White,Male,40,United-States,<=50K
45,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
52,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,60,United-States,<=50K
57,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
40,Private, HS-grad, Never-married, White,Female,40,United-States,<=50K
72,Self-emp-inc, Prof-school, Married-civ-spouse, White,Male,35,United-States,>50K
23,Private, Bachelors, Never-married, White,Female,20,United-States,<=50K
46,Private, HS-grad, Separated, White,Female,36,United-States,<=50K
51,Private, HS-grad, Divorced, White,Female,20,United-States,<=50K
46,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
43,Private, Assoc-acdm, Never-married, White,Female,40,United-States,<=50K
42,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
53,Local-gov, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
31,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
35,Private, Bachelors, Married-civ-spouse, White,Male,45,United-States,>50K
59,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
38,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
19,Private, Some-college, Never-married, White,Female,20,United-States,<=50K
25,Private, Masters, Never-married, White,Male,45,United-States,<=50K
26,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
51,State-gov, Bachelors, Married-civ-spouse, Black,Male,40,United-States,<=50K
28,Others, Bachelors, Never-married, Asian-Pac-Islander,Male,30,Others,<=50K
33,Private, HS-grad, Married-civ-spouse, White,Female,30,United-States,<=50K
25,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
23,Others, Assoc-voc, Never-married, Black,Male,40,United-States,<=50K
35,State-gov, Assoc-voc, Never-married, White,Male,40,United-States,<=50K
41,Private, Some-college, Married-civ-spouse, White,Male,45,United-States,<=50K
43,Self-emp-not-inc, Bachelors, Never-married, White,Male,35,United-States,<=50K
49,Self-emp-inc, Prof-school, Married-civ-spouse, White,Male,40,United-States,>50K
45,Private, Prof-school, Married-civ-spouse, White,Male,50,United-States,>50K
49,Federal-gov, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
38,Private, Masters, Divorced, White,Female,40,United-States,<=50K
39,Private, HS-grad, Married-civ-spouse, Black,Male,45,United-States,>50K
39,Self-emp-inc, Prof-school, Married-civ-spouse, White,Male,31,Cuba,>50K
26,Private, 10th, Divorced, White,Female,40,United-States,<=50K
17,Private, 10th, Never-married, White,Male,12,United-States,<=50K
26,Federal-gov, HS-grad, Never-married, White,Male,40,United-States,<=50K
71,Local-gov, HS-grad, Divorced, White,Female,3,United-States,<=50K
27,Private, Some-college, Never-married, White,Male,42,United-States,<=50K
34,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
35,Local-gov, HS-grad, Never-married, Black,Male,38,United-States,<=50K
36,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
39,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
41,Federal-gov, HS-grad, Divorced, Black,Male,40,United-States,<=50K
47,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
36,Private, HS-grad, Married-civ-spouse, White,Male,50,United-States,<=50K
43,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,35,United-States,<=50K
39,Private, Some-college, Married-civ-spouse, White,Male,50,United-States,>50K
35,Private, HS-grad, Never-married, Black,Female,40,United-States,<=50K
22,Private, Bachelors, Never-married, White,Male,18,United-States,<=50K
45,Private, Masters, Married-civ-spouse, White,Male,50,United-States,>50K
33,Private, Some-college, Separated, White,Male,60,United-States,<=50K
21,Local-gov, HS-grad, Never-married, White,Male,40,United-States,<=50K
37,Federal-gov, Assoc-acdm, Divorced, Black,Female,40,United-States,<=50K
30,Self-emp-not-inc, HS-grad, Never-married, White,Male,80,United-States,<=50K
47,State-gov, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
45,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
25,Private, Some-college, Never-married, White,Female,25,United-States,<=50K
47,Self-emp-inc, Some-college, Married-civ-spouse, White,Male,45,United-States,>50K
68,Self-emp-not-inc, Some-college, Widowed, White,Male,40,United-States,<=50K
27,Private, HS-grad, Never-married, White,Male,40,United-States,>50K
42,Private, 5th-6th, Married-civ-spouse, Other,Male,40,Mexico,>50K
36,Others, HS-grad, Divorced, Black,Female,40,United-States,<=50K
28,Private, Bachelors, Never-married, White,Male,50,United-States,>50K
61,Private, 5th-6th, Married-civ-spouse, Black,Male,40,United-States,<=50K
33,Private, HS-grad, Separated, White,Female,40,Germany,<=50K
23,Private, HS-grad, Never-married, White,Female,45,United-States,<=50K
40,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
25,Private, Some-college, Never-married, White,Female,40,United-States,<=50K
45,Private, HS-grad, Married-civ-spouse, White,Male,60,United-States,<=50K
23,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
30,Private, Bachelors, Never-married, White,Male,50,United-States,<=50K
33,Federal-gov, Some-college, Never-married, Black,Female,40,United-States,<=50K
21,Private, HS-grad, Widowed, White,Male,40,United-States,<=50K
28,Private, 9th, Married-civ-spouse, White,Male,40,United-States,<=50K
42,Private, HS-grad, Divorced, White,Female,60,Columbia,<=50K
43,State-gov, Some-college, Married-civ-spouse, White,Male,84,United-States,<=50K
50,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
48,Private, Some-college, Divorced, White,Male,50,United-States,<=50K
49,Private, Some-college, Married-civ-spouse, White,Male,46,United-States,>50K
28,Private, Bachelors, Never-married, White,Female,50,Hong,<=50K
36,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
28,Local-gov, Some-college, Married-civ-spouse, White,Male,50,United-States,<=50K
61,Self-emp-inc, Prof-school, Married-civ-spouse, White,Male,40,United-States,>50K
25,State-gov, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
48,Private, 9th, Divorced, White,Female,40,United-States,<=50K
36,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
46,Private, HS-grad, Married-civ-spouse, White,Male,45,Others,<=50K
25,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
36,Others, HS-grad, Never-married, Black,Female,40,United-States,<=50K
45,Private, 5th-6th, Never-married, White,Male,40,United-States,<=50K
18,Private, 11th, Never-married, White,Female,21,United-States,<=50K
28,Private, Some-college, Never-married, White,Male,35,United-States,<=50K
39,Private, HS-grad, Married-civ-spouse, White,Male,50,United-States,>50K
33,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
28,State-gov, Some-college, Separated, White,Female,40,United-States,<=50K
48,Private, Some-college, Divorced, White,Male,48,United-States,>50K
21,Private, HS-grad, Never-married, White,Male,50,United-States,<=50K
26,State-gov, Some-college, Never-married, White,Male,40,United-States,<=50K
40,Private, Bachelors, Divorced, White,Male,40,United-States,<=50K
63,Private, Masters, Married-civ-spouse, White,Male,45,United-States,<=50K
45,Private, Masters, Married-civ-spouse, White,Male,50,United-States,>50K
22,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
52,Self-emp-not-inc, HS-grad, Divorced, White,Male,44,United-States,<=50K
57,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Female,40,United-States,>50K
38,Private, Masters, Married-civ-spouse, Black,Male,40,United-States,<=50K
46,Self-emp-not-inc, Bachelors, Married-civ-spouse, White,Male,45,United-States,>50K
52,Private, Masters, Divorced, White,Female,40,United-States,>50K
55,Self-emp-inc, Prof-school, Married-civ-spouse, White,Male,55,United-States,<=50K
21,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
30,Private, HS-grad, Married-civ-spouse, White,Male,50,United-States,<=50K
17,Private, 12th, Never-married, White,Female,15,United-States,<=50K
57,Private, HS-grad, Married-civ-spouse, White,Male,45,United-States,>50K
30,Private, Some-college, Never-married, White,Female,40,United-States,<=50K
48,Self-emp-inc, Some-college, Married-civ-spouse, White,Male,50,United-States,<=50K
24,Private, HS-grad, Never-married, Black,Male,50,United-States,<=50K
45,Others, 10th, Divorced, White,Female,40,United-States,<=50K
40,Private, HS-grad, Married-civ-spouse, Black,Male,40,United-States,<=50K
34,Local-gov, HS-grad, Divorced, White,Female,20,United-States,<=50K
35,Private, Masters, Married-spouse-absent, White,Male,40,United-States,<=50K
24,Private, Bachelors, Never-married, White,Female,40,United-States,<=50K
47,Local-gov, Masters, Married-civ-spouse, White,Male,37,United-States,>50K
21,Private, HS-grad, Never-married, White,Female,25,United-States,<=50K
30,Private, Assoc-acdm, Never-married, White,Male,40,United-States,<=50K
52,Private, HS-grad, Married-civ-spouse, White,Male,50,Others,<=50K
37,Private, HS-grad, Never-married, White,Male,47,United-States,<=50K
24,Private, Assoc-voc, Never-married, White,Male,30,United-States,<=50K
41,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
61,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
37,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
39,Private, HS-grad, Divorced, White,Male,60,United-States,<=50K
28,Local-gov, Assoc-acdm, Married-civ-spouse, White,Male,45,United-States,>50K
24,Self-emp-inc, Bachelors, Never-married, White,Male,20,United-States,<=50K
29,Private, Some-college, Married-civ-spouse, White,Male,55,United-States,<=50K
61,Private, Assoc-acdm, Divorced, White,Male,40,United-States,<=50K
38,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
56,Private, Doctorate, Married-civ-spouse, White,Male,65,United-States,>50K
28,Private, Some-college, Never-married, Black,Male,60,United-States,<=50K
