age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
31,State-gov,188900,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K
23,Private,167424,Some-college,10,Never-married,Other-service,Own-child,White,Female,35,United-States,<=50K
49,Private,184986,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
34,Private,304030,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,<=50K
37,Private,186934,11th,7,Married-civ-spouse,MachineInsp-Op,Husband,White,Male,44,United-States,>50K
43,Private,352005,Bachelors,13,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,45,United-States,>50K
39,Self-emp-not-inc,188335,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
20,Private,266400,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,48,United-States,<=50K
37,Private,34378,1st-4th,2,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K
48,Private,165267,10th,6,Married-civ-spouse,Farming-fishing,Husband,Black,Male,40,United-States,<=50K
66,State-gov,102640,HS-grad,9,Widowed,Prof-specialty,Unmarried,Black,Female,35,United-States,<=50K
47,Self-emp-not-inc,159869,Doctorate,16,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K
34,Private,329993,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
41,Private,222504,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,38,United-States,<=50K
28,Private,191027,Assoc-acdm,12,Separated,Other-service,Not-in-family,White,Male,40,United-States,<=50K
62,Private,138253,Masters,14,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
28,Private,183151,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K
38,Private,241765,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Female,60,United-States,<=50K
57,Private,161097,HS-grad,9,Divorced,Sales-Bussiness,Not-in-family,White,Female,26,United-States,<=50K
17,Private,230789,9th,5,Never-married,Sales-Bussiness,Own-child,Black,Male,22,United-States,<=50K
29,Private,185908,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,55,United-States,>50K
22,Local-gov,44064,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,35,United-States,<=50K
44,Private,223308,Masters,14,Separated,Sales-Bussiness,Unmarried,White,Female,48,United-States,<=50K
19,Private,190817,Some-college,10,Never-married,Sales-Bussiness,Own-child,White,Female,40,United-States,<=50K
42,Private,319588,Bachelors,13,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,60,United-States,<=50K
54,Private,172962,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
47,Private,144351,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
51,Private,41474,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,<=50K
42,Private,180019,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,65,United-States,<=50K
38,Self-emp-not-inc,197365,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,<=50K
41,Private,184846,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
27,Private,216481,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
28,State-gov,52636,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
49,Private,200949,10th,6,Never-married,Other-service,Unmarried,White,Female,38,Peru,<=50K
23,Private,209034,HS-grad,9,Married-civ-spouse,MachineInsp-Op,Wife,White,Female,40,United-States,<=50K
67,Private,166187,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Male,38,United-States,>50K
46,Self-emp-not-inc,28281,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,>50K
63,Self-emp-inc,110890,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,70,United-States,>50K
21,Private,131473,Some-college,10,Never-married,Sales-Bussiness,Own-child,Asian-Pac-Islander,Male,20,Vietnam,<=50K
23,Private,165064,Some-college,10,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,40,United-States,<=50K
32,Private,101562,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,<=50K
23,Private,198992,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,<=50K
39,Private,148903,HS-grad,9,Divorced,Sales-Bussiness,Not-in-family,White,Female,50,United-States,>50K
42,Private,213214,Assoc-acdm,12,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,40,United-States,<=50K
30,Private,117393,HS-grad,9,Never-married,Sales-Bussiness,Not-in-family,White,Female,40,United-States,<=50K
29,Private,199499,Assoc-voc,11,Never-married,Other-service,Not-in-family,Black,Male,40,United-States,<=50K
35,Private,172186,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
30,Private,116508,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Germany,<=50K
44,Self-emp-not-inc,231348,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,>50K
31,Private,133770,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,50,United-States,>50K
28,Private,137898,HS-grad,9,Married-civ-spouse,MachineInsp-Op,Wife,White,Female,40,United-States,<=50K
29,Private,535978,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
45,Private,162606,HS-grad,9,Divorced,Sales-Bussiness,Not-in-family,White,Female,35,United-States,<=50K
39,Local-gov,86551,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
22,Private,206974,Bachelors,13,Never-married,Sales-Bussiness,Not-in-family,White,Female,40,United-States,<=50K
54,Self-emp-not-inc,163815,Masters,14,Divorced,Sales-Bussiness,Not-in-family,White,Male,60,United-States,<=50K
46,Private,106255,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
58,Private,27385,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
61,Private,179743,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,20,United-States,<=50K
28,Private,37359,Bachelors,13,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,60,United-States,>50K
20,Private,91733,Some-college,10,Never-married,Sales-Bussiness,Own-child,White,Female,8,United-States,<=50K
51,Private,220537,HS-grad,9,Divorced,MachineInsp-Op,Not-in-family,White,Female,40,United-States,<=50K
31,Local-gov,178449,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
47,Self-emp-not-inc,191175,5th-6th,3,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,50,Mexico,<=50K
25,Private,181896,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
46,Local-gov,329752,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States,<=50K
24,Private,206671,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
48,Private,143542,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
25,Private,168943,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,30,United-States,>50K
35,Private,35945,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
20,Private,54012,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K
23,Private,253190,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,25,United-States,<=50K
38,Private,60135,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,40,United-States,<=50K
47,Federal-gov,323798,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
37,Private,249208,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,>50K
46,Self-emp-not-inc,32825,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,40,United-States,<=50K
22,Private,197838,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K
45,Private,433665,7th-8th,4,Separated,Other-service,Unmarried,White,Female,40,Mexico,<=50K
39,Private,126494,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
27,Private,126730,HS-grad,9,Never-married,Sales-Bussiness,Not-in-family,White,Female,40,United-States,<=50K
33,Private,276221,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
30,Private,235124,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
44,Private,125461,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
33,Self-emp-not-inc,33404,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,65,United-States,>50K
44,Private,115323,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
35,Private,82622,HS-grad,9,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K
55,Self-emp-not-inc,105582,Masters,14,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,50,United-States,<=50K
65,Private,172510,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,20,Hungary,<=50K
52,Private,213209,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
43,Self-emp-not-inc,48087,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,60,United-States,<=50K
42,Private,118494,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,United-States,>50K
19,Private,175083,HS-grad,9,Never-married,Sales-Bussiness,Own-child,White,Female,8,United-States,<=50K
44,Self-emp-not-inc,282722,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
25,Private,112835,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
24,Private,165054,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
58,Private,102509,10th,6,Divorced,Transport-moving,Not-in-family,Black,Male,50,United-States,<=50K
48,Private,247685,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
46,Federal-gov,97863,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
46,Private,108699,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,60,United-States,<=50K
62,Private,345780,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Male,40,United-States,<=50K
63,Private,96299,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,45,United-States,>50K
72,Private,116640,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,United-States,<=50K
67,Local-gov,103315,Masters,14,Never-married,Exec-managerial,Other-relative,White,Female,72,United-States,>50K
59,Private,277034,HS-grad,9,Divorced,Tech-support,Unmarried,White,Male,60,United-States,>50K
46,Private,109089,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,37,United-States,<=50K
32,Private,165226,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
17,Private,225106,10th,6,Never-married,Other-service,Own-child,White,Female,18,United-States,<=50K
30,Private,381645,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K
28,Private,92262,Bachelors,13,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,40,United-States,<=50K
21,Private,193219,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,35,Jamaica,<=50K
24,Private,304463,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,65,United-States,<=50K
40,Private,176602,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,40,United-States,<=50K
25,Private,238964,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,>50K
32,Self-emp-not-inc,65278,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
45,Private,293691,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,Japan,<=50K
43,Private,128170,Some-college,10,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,40,United-States,>50K
29,Private,82242,Prof-school,15,Never-married,Prof-specialty,Unmarried,White,Male,45,Germany,>50K
31,Private,59083,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,<=50K
24,Private,230475,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,<=50K
28,Private,273929,HS-grad,9,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,60,United-States,<=50K
43,Private,159549,Some-college,10,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,50,United-States,>50K
40,Private,226388,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K
56,Private,437727,9th,5,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,40,United-States,<=50K
29,Self-emp-not-inc,178564,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,40,United-States,<=50K
43,Private,403467,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,>50K
32,Self-emp-not-inc,37232,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
34,Private,331126,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,30,United-States,<=50K
41,Local-gov,81054,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,25,United-States,<=50K
51,Private,128272,9th,5,Married-civ-spouse,MachineInsp-Op,Husband,White,Male,45,United-States,<=50K
36,Self-emp-not-inc,321274,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K
45,Private,201865,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
30,Private,426017,11th,7,Never-married,Other-service,Own-child,White,Female,19,United-States,<=50K
52,Local-gov,186117,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,56,United-States,>50K
33,Local-gov,190027,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,18,United-States,<=50K
33,Private,23871,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,30,United-States,<=50K
33,Private,119409,HS-grad,9,Married-civ-spouse,MachineInsp-Op,Wife,Other,Female,40,Columbia,<=50K
50,Private,92079,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K
28,State-gov,89564,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,50,United-States,<=50K
29,Private,244473,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
34,Private,158615,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
69,Self-emp-not-inc,69306,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,15,United-States,<=50K
31,Self-emp-inc,203488,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
23,State-gov,101094,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,60,United-States,<=50K
21,Private,102766,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,40,United-States,<=50K
27,Federal-gov,246372,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
43,Private,145762,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
43,Local-gov,147328,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
40,Self-emp-not-inc,26892,Bachelors,13,Married-AF-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
37,Private,282872,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
32,Private,137076,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
64,Local-gov,50442,9th,5,Never-married,Adm-clerical,Other-relative,White,Male,40,United-States,<=50K
50,Federal-gov,306707,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,12,United-States,<=50K
30,Private,194827,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
22,Private,213902,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,40,Mexico,<=50K
23,Private,23037,12th,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,40,United-States,<=50K
40,Private,106698,Assoc-acdm,12,Divorced,Transport-moving,Unmarried,White,Female,40,United-States,<=50K
21,Private,210355,11th,7,Never-married,Prof-specialty,Not-in-family,White,Female,24,United-States,<=50K
19,Private,164585,HS-grad,9,Never-married,MachineInsp-Op,Own-child,White,Female,40,United-States,<=50K
36,Private,187167,Assoc-acdm,12,Married-civ-spouse,Sales-Bussiness,Wife,White,Female,40,United-States,<=50K
24,Local-gov,252024,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,72,United-States,>50K
19,Private,29250,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,10,United-States,<=50K
40,Self-emp-not-inc,238574,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K
69,Private,130060,HS-grad,9,Separated,Transport-moving,Unmarried,Black,Female,40,United-States,<=50K
26,Private,222637,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,55,Puerto-Rico,<=50K
31,Private,339482,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
34,Private,684015,5th-6th,3,Never-married,Handlers-cleaners,Own-child,White,Male,40,El-Salvador,<=50K
44,Federal-gov,139161,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
21,Private,109414,Some-college,10,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,United-States,<=50K
51,Private,177727,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K
53,Private,234721,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,<=50K
44,State-gov,180609,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
43,Private,191814,Assoc-acdm,12,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,50,United-States,>50K
41,Private,180572,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K
44,Private,86298,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
75,Self-emp-not-inc,165968,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,30,United-States,<=50K
44,Private,373050,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
35,Federal-gov,205584,5th-6th,3,Never-married,Craft-repair,Not-in-family,White,Male,40,Mexico,<=50K
25,Private,1484705,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,25,United-States,<=50K
28,Private,328949,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K
43,Private,194773,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K
25,Private,120238,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Poland,>50K
18,Private,265099,11th,7,Never-married,Other-service,Own-child,White,Female,16,United-States,<=50K
46,Private,215943,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
32,Private,281030,HS-grad,9,Married-civ-spouse,MachineInsp-Op,Husband,White,Male,40,United-States,<=50K
43,Private,52498,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,>50K
42,Private,34037,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K
64,Private,169604,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
55,Federal-gov,270859,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
21,Private,306967,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
29,Private,185647,Some-college,10,Never-married,Tech-support,Own-child,White,Male,60,United-States,<=50K
49,Private,337666,HS-grad,9,Divorced,MachineInsp-Op,Not-in-family,Black,Male,40,United-States,<=50K
29,Private,309463,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
23,Local-gov,23438,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
32,Local-gov,40444,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K
43,Self-emp-not-inc,227298,Bachelors,13,Never-married,Sales-Bussiness,Not-in-family,White,Male,45,United-States,<=50K
23,State-gov,241951,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
40,Private,178983,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,>50K
44,Private,203761,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
19,Private,168601,11th,7,Never-married,Other-service,Other-relative,White,Male,30,United-States,<=50K
49,Self-emp-inc,197038,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
44,Local-gov,83286,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
34,Private,148291,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,32,United-States,<=50K
32,Local-gov,100135,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States,>50K
46,Private,201217,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
57,Federal-gov,278763,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
54,Private,202415,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
77,Private,344425,9th,5,Married-civ-spouse,Servernt-Service,Wife,Black,Female,10,United-States,<=50K
67,Self-emp-not-inc,127543,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,United-States,<=50K
27,Private,192236,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,<=50K
39,Private,230356,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
54,Private,155408,HS-grad,9,Widowed,Handlers-cleaners,Unmarried,White,Female,40,United-States,<=50K
36,Private,220585,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
25,Private,177625,HS-grad,9,Never-married,MachineInsp-Op,Not-in-family,White,Male,40,United-States,<=50K
28,Private,261725,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,40,Mexico,<=50K
52,Private,165681,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
42,Self-emp-not-inc,162758,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,56,United-States,>50K
29,Self-emp-not-inc,160786,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,>50K
21,Private,317175,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,60,United-States,<=50K
18,Private,157131,12th,8,Never-married,Sales-Bussiness,Own-child,White,Female,8,United-States,<=50K
30,Private,26543,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,40,United-States,<=50K
28,Private,181776,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,50,United-States,<=50K
54,Self-emp-not-inc,205066,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States,<=50K
30,Self-emp-inc,173858,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,South,>50K
51,Private,176969,HS-grad,9,Married-civ-spouse,MachineInsp-Op,Husband,White,Male,48,United-States,<=50K
28,Private,161607,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K
18,Private,142751,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
52,Private,203392,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
35,Private,99156,Bachelors,13,Never-married,Sales-Bussiness,Not-in-family,White,Male,50,United-States,<=50K
51,Private,173987,9th,5,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,40,United-States,<=50K
17,Private,295308,11th,7,Never-married,Servernt-Service,Own-child,White,Female,20,United-States,<=50K
47,Private,149700,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
30,Private,36069,Assoc-acdm,12,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,40,United-States,<=50K
34,Private,221324,HS-grad,9,Never-married,MachineInsp-Op,Unmarried,Black,Female,40,United-States,<=50K
35,Private,454843,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
38,Private,91857,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,41,United-States,<=50K
34,Private,199227,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,<=50K
73,Private,183213,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Male,60,United-States,>50K
52,Private,208137,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
25,Local-gov,90730,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
45,Self-emp-not-inc,33234,Bachelors,13,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,40,United-States,>50K
20,Private,203240,9th,5,Never-married,Sales-Bussiness,Own-child,White,Female,32,United-States,<=50K
50,State-gov,356619,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,>50K
49,Local-gov,192349,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
42,Private,173590,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K
55,Self-emp-inc,182273,Some-college,10,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,40,United-States,<=50K
41,Local-gov,185057,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
41,Private,57233,Bachelors,13,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,70,United-States,<=50K
39,Private,198654,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,67,India,>50K
42,Private,138634,HS-grad,9,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,40,United-States,<=50K
52,State-gov,254285,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
48,Self-emp-inc,369522,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,25,United-States,>50K
27,Private,72208,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,40,United-States,<=50K
36,Private,99146,Some-college,10,Married-civ-spouse,MachineInsp-Op,Husband,White,Male,40,United-States,>50K
42,Self-emp-not-inc,320744,HS-grad,9,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,45,United-States,<=50K
20,Private,201204,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K
29,Federal-gov,229300,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,48,United-States,<=50K
43,Self-emp-not-inc,180599,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,35,United-States,<=50K
42,Private,99373,HS-grad,9,Divorced,MachineInsp-Op,Not-in-family,White,Female,40,United-States,<=50K
36,Private,107916,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
